sl,PubChem_CID,drugbank_id,name,inchikey,inchi,description,smiles,logP,DIRIL_Rank,2023 ATC Search Name,2023 DDD,2023 Unit
184,54677470,DB00814,Meloxicam,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,"InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,18H,1-2H3,(H,15,16,19)","Meloxicam is a nonsteroidal anti-inflammatory drug (NSAID) used to relieve various types of pain, including pain caused by musculoskeletal conditions, osteoarthritis, and rheumatoid arthritis.[A190189] With a longer half-life than most other NSAIDS, it is a favorable option for those who require once-daily dosing. Meloxicam is available in oral, transdermal, and intravenous formulations. It is a preferential COX-2 inhibitor, purportedly reducing the risk of adverse gastrointestinal tract effects, however, this is a topic of controversy.[A190198,A190201]",CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,0.1,Nephrotoxic,Meloxicam,15,mg
185,60825,DB00709,Lamivudine,JTEGQNOMFQHVDC-NKWVEPMBSA-N,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",A reverse transcriptase inhibitor and zalcitabine analog in which a sulfur atom replaces the 3&#39; carbon of the pentose ring. It is used to treat Human Immunodeficiency Virus Type 1 (HIV-1) and hepatitis B (HBV).,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,-1.4,Non-Nephrotoxic,Lamivudine,0.3,g
186,2082,DB00518,Albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,"InChI=1S/C12H15N3O2S/c1-3-6-18-8-4-5-9-10(7-8)14-11(13-9)15-12(16)17-2/h4-5,7H,3,6H2,1-2H3,(H2,13,14,15,16)","A benzimidazole broad-spectrum anthelmintic structurally related to mebendazole that is effective against many diseases. (From Martindale, The Extra Pharmacopoeia, 30th ed, p38)",CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,2.7,Nephrotoxic,Albendazole,0.4,g
187,156419,DB01012,Cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,"InChI=1S/C22H22F3N/c1-16(20-13-5-10-18-9-2-3-12-21(18)20)26-14-6-8-17-7-4-11-19(15-17)22(23,24)25/h2-5,7,9-13,15-16,26H,6,8,14H2,1H3/t16-/m1/s1",Cinacalcet is a calcimimetic sold by Amgen under the trade name Sensipar® in North America and Australia and as Mimpara® in Europe. It is used to treat hyperparathyroidism due to parathyroid tumours or renal failure.,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,6.5,Non-Nephrotoxic,Cinacalcet,60,mg
188,65833,DB04896,Milnacipran,GJJFMKBJSRMPLA-UHFFFAOYSA-N,"InChI=1S/C15H22N2O/c1-3-17(4-2)14(18)15(10-13(15)11-16)12-8-6-5-7-9-12/h5-9,13H,3-4,10-11,16H2,1-2H3","Milnacipran is a selective serotonin and norepinephrine reuptake inhibitor (SNRI) and like many agents in this category was originally developed for and continues to be approved and indicated for the treatment of depression [F3928, F3934, A175786, A175951]. Furthermore, in 2009 the US FDA approved milnacipran for the additional indication of treating fibromyalgia [F3925], although other regional regulatory authorities like the EMA, among others, have not yet approved the agent for such treatment, citing lack of robust evidence of efficacy, insufficient demonstration of maintenance of effect, and other concerns [F3928, F3934]. Nevertheless, milnacipran demonstrates a somewhat unique characteristic among SNRIs to elicit a relatively balanced reuptake inhibition of both serotonin and noradrenaline, with a somewhat increased preference for noradrenaline reuptake inhibition - which is potentially a point of interest given the plausible proposal that noradrenaline plays an important role in the mitigation of pain signals in the descending inhibitory pain pathways in the brain and spinal cord [A175759, A175843, A175846].

Moreover, recent research has shown that the levorotatory enantiomer of milnacipran, levomilnacipran, may have the capacity to inhibit the activity of beta-site amyloid precursor protein cleaving enzyme-1 (BACE-1), which has investigationally been associated with β-amyloid plaque formation - making the agent a possible course of treatment for Alzheimer's disease [A175957].",CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,,Nephrotoxic,Milnacipran,0.1,g
189,9651,DB00674,Galantamine,ASUTZQLVASHGKV-JDFRZJQESA-N,"InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-/m0/s1","Galantamine is a tertiary alkaloid and reversible, competitive inhibitor of the acetylcholinesterase (AChE) enzyme, which is a widely studied therapeutic target used in the treatment of Alzheimer's disease.[A1018] First characterized in the early 1950s, galantamine is a tertiary alkaloid that was extracted from botanical sources, such as _Galanthus nivalis_.[A201968] Galantamine was first studied in paralytic and neuropathic conditions, such as myopathies and postpolio paralytic conditions, and for reversal of neuromuscular blockade.[A182993,A201968] Following the discovery of its AChE-inhibiting properties, the cognitive effects of galantamine were studied in a wide variety of psychiatric disorders such as mild cognitive impairment, cognitive impairment in schizophrenia and bipolar disorder, and autism; however, re-development of the drug for Alzheimer’s disease did not commence until the early 1990s due to difficulties in extraction and synthesis.[A201968] Galantamine blocks the breakdown of acetylcholine in the synaptic cleft, thereby increasing acetylcholine neurotransmission. It also acts as an allosteric modulator of the nicotinic receptor, giving its dual mechanism of action clinical significance.[A182993]

The drug was approved by the FDA in 2001 for the treatment of mild to moderate dementia of the Alzheimer's type. As Alzheimer's disease is a progressive neurodegenerative disorder, galantamine is not known to alter the course of the underlying dementing process. Galantamine works to block the enzyme responsible for the breakdown of acetylcholine in the synaptic cleft, thereby enhancing cholinergic neuron function and signalling. Under this hypothesized mechanism of action, the therapeutic effects of galantamine may decrease as the disease progression advances and fewer cholinergic neurons remain functionally intact.[L13571] It is therefore not considered to be a disease-modifying drug.[A203558] Galantamine is marketed under the brand name Razadyne, and is available as oral immediate- and extended-release tablets and solution.[L13571]",[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,,Non-Nephrotoxic,Galantamine,16,mg
190,77991,DB00989,Rivastigmine,XSVMFMHYUFZWBK-NSHDSACASA-N,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",Rivastigmine is a parasympathomimetic or cholinergic agent for the treatment of mild to moderate dementia of the Alzheimer's type. Rivastigmine is a cholinesterase inhibitor that inhibits both butyrylcholinesterase and acetylcholinesterase.,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,2.3,Nephrotoxic,Rivastigmine,9,mg
191,2756,DB00501,Cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)","A histamine congener, it competitively inhibits histamine binding to histamine H2 receptors. Cimetidine has a range of pharmacological actions. It inhibits gastric acid secretion, as well as pepsin and gastrins output. It also blocks the activity of cytochrome P-450 which might explain proposals for use in neoadjuvant therapy.",CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,0.4,Nephrotoxic,Cimetidine,0.8,g
192,60953,DB01101,Capecitabine,GAGWJHPBXLXJQN-UORFTKCHSA-N,"InChI=1S/C15H22FN3O6/c1-3-4-5-6-24-15(23)18-12-9(16)7-19(14(22)17-12)13-11(21)10(20)8(2)25-13/h7-8,10-11,13,20-21H,3-6H2,1-2H3,(H,17,18,22,23)/t8-,10-,11-,13-/m1/s1","Capecitabine is an orally-administered chemotherapeutic agent used in the treatment of metastatic breast and colorectal cancers. Capecitabine is a prodrug, that is enzymatically converted to fluorouracil (antimetabolite) in the tumor, where it inhibits DNA synthesis and slows growth of tumor tissue.",CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,0.4,Nephrotoxic,Capecitabine,See Dosage Label Dosage Notes,See Dosage Label Dosage Notes
193,4440,DB00952,Naratriptan,AMKVXSZCKVJAGH-UHFFFAOYSA-N,"InChI=1S/C17H25N3O2S/c1-18-23(21,22)10-7-13-3-4-17-15(11-13)16(12-19-17)14-5-8-20(2)9-6-14/h3-4,11-12,14,18-19H,5-10H2,1-2H3",Naratriptan is a triptan drug that is selective for the 5-hydroxytryptamine1 receptor subtype. It is typically used for the treatment of migraine headaches.,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,1.6,Non-Nephrotoxic,Naratriptan,2.5,mg
194,18381,DB00485,Dicloxacillin,YFAGHNZHGGCZAX-JKIFEVAISA-N,"InChI=1S/C19H17Cl2N3O5S/c1-7-10(12(23-29-7)11-8(20)5-4-6-9(11)21)15(25)22-13-16(26)24-14(18(27)28)19(2,3)30-17(13)24/h4-6,13-14,17H,1-3H3,(H,22,25)(H,27,28)/t13-,14+,17-/m1/s1",One of the penicillins which is resistant to penicillinase.,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,2.91,Nephrotoxic,Dicloxacillin,2,g
195,60606,DB00758,Clopidogrel,GKTWGGQPFAXNFI-HNNXBMFYSA-N,"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1","Clopidogrel is a prodrug of a platelet inhibitor used to reduce the risk of myocardial infarction and stroke.[A180508,L7213] Clopidogrel is indicated to reduce the risk of myocardial infarction for patients with non-ST elevated acute coronary syndrome (ACS), patients with ST-elevated myocardial infarction, and in recent MI, stroke, or established peripheral arterial disease,[L7213]

It has been shown to be superior to [aspirin] in reducing cardiovascular outcomes in patients with cardiovascular disease and provides additional benefit to patients with acute coronary syndromes already taking aspirin.[A180547]

Clopidogrel was granted FDA approval on 17 November 1997.[L7213]",[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl,,Nephrotoxic,Clopidogrel,75,mg
196,158781,DB00275,Olmesartan,VTRAEEWXHOVJFV-UHFFFAOYSA-N,"InChI=1S/C24H26N6O3/c1-4-7-19-25-21(24(2,3)33)20(23(31)32)30(19)14-15-10-12-16(13-11-15)17-8-5-6-9-18(17)22-26-28-29-27-22/h5-6,8-13,33H,4,7,14H2,1-3H3,(H,31,32)(H,26,27,28,29)","Olmesartan belongs to the angiotensin II receptor blocker (ARB) family of drugs, which also includes [telmisartan], [candesartan], [losartan], [valsartan], and [irbesartan]. ARBs selectively bind to angiotensin receptor 1 (AT1) and prevent the protein angiotensin II from binding and exerting its hypertensive effects, which include vasoconstriction, stimulation and synthesis of aldosterone and ADH, cardiac stimulation, and renal reabsorption of sodium, among others. Overall, olmesartan's physiologic effects lead to reduced blood pressure, lower aldosterone levels, reduced cardiac activity, and increased excretion of sodium. 

Olmesartan also affects the renin-angiotensin aldosterone system (RAAS), which plays an important role in hemostasis and regulation of kidney, vascular, and cardiac functions. Pharmacological blockade of RAAS via  AT1 receptor blockade inhibits negative regulatory feedback within RAAS, which is a contributing factor to the pathogenesis and progression of cardiovascular disease, heart failure, and renal disease. In particular, heart failure is associated with chronic activation of RAAS, leading to inappropriate fluid retention, vasoconstriction, and ultimately a further decline in left ventricular function. ARBs have been shown to have a protective effect on the heart by improving cardiac function, reducing afterload, increasing cardiac output and preventing ventricular hypertrophy and remodelling.[A174154] 

By comparison, the angiotensin-converting enzyme inhibitor (ACEi) class of medications (which includes drugs such as [ramipril], [lisinopril], and [perindopril]) inhibit the conversion of angiotensin I to angiotensin II through inhibition of the ACE enzyme. However, this does not prevent the formation of all angiotensin II within the body. The angiotensin II receptor blocker (ARB) family of drugs unique in that it blocks all angiotensin II activity, regardless of where or how it was synthesized. 

Olmesartan is commonly used for the management of hypertension and Type 2 Diabetes-associated nephropathy, particularly in patients who are unable to tolerate ACE inhibitors. ARBs such as olmesartan have been shown in a number of large-scale clinical outcomes trials to improve cardiovascular outcomes including reducing risk of myocardial infarction, stroke, the progression of heart failure, and hospitalization.[A174124,A178153,A173869,A185324,A185327,A185333,A185342,A185345] Like other ARBs, olmesartan blockade of RAAS slows the progression of diabetic nephropathy due to its renoprotective effects.[A185906,A185909,A185912] 

Orally available olmesartan is produced as the prodrug olmesartan medoxomil which is rapidly converted _in vivo_ to the pharmacologically active olmesartan.[A175330] It was developed by Daiichi Sankyo Pharmaceuticals and approved in 2002.[A175345, L12882]",CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,0.73,Nephrotoxic,Olmesartan medoxomil,20,mg
197,3749,DB01029,Irbesartan,YOSHYTLCDANDAN-UHFFFAOYSA-N,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)","Irbesartan is an angiotensin receptor blocker (ARB) indicated to treat hypertension or diabetic nephropathy.[L7456,L7459] It can also be used as part of a combination product with [hydrochlorothiazide] for patients not well controlled or not expected to be well controlled on monotherapy.[L7459] Unlike angiotensin converting enzyme inhibitors, ARBs are not associated with a dry cough.[L7456,L7459]

Irbesartan was granted FDA approval on 30 September 1997.[L7456,L7459]",CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,4.5,Nephrotoxic,Irbesartan,0.15,g
198,6451164,DB08864,Rilpivirine,YIBOMRUWOWDFLG-ONEGZZNKSA-N,"InChI=1S/C22H18N6/c1-15-12-18(4-3-10-23)13-16(2)21(15)27-20-9-11-25-22(28-20)26-19-7-5-17(14-24)6-8-19/h3-9,11-13H,1-2H3,(H2,25,26,27,28)/b4-3+","Rilpivirine is non-nucleoside reverse transcriptase inhibitor (NNRTI) which is used for the treatment of HIV-1 infections in treatment-naive patients.[A31328] It is a diarylpyrimidine derivative.[A31329] The internal conformational flexibility of rilpivirine and the plasticity of it interacting binding site gives it a very high potency and reduces the chance of resistance compared to other NNRTI's.[A31331] Rilpivirine was developed by Tilbotec, Inc. and FDA approved on May 20, 2011.[L1030] On November 21, 2017, Rilpivirine, in combination with [dolutegravir], was approved as part of the first complete treatment regimen with only two drugs for the treatment of adults with HIV-1 named Juluca.[L1031] Rilpivirine in combination with [cabotegravir] was granted FDA approval on 21 January 2021.[L31193] While previously administered once-monthly only, this combination product was granted FDA approval for dosing every two months on February 01, 2022 [L40084] and without the need for an oral lead-in period prior.[L31193]",CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,4.86,Nephrotoxic,Rilpivirine,25,mg
